age,seniority,men,urban,private,marital,y
55,14,1,1,1,C,0
51,9,1,1,1,C,1
64,11,1,0,1,C,0
66,25,1,1,1,C,1
52,25,1,1,1,C,1
36,10,1,1,1,C,1
34,9,1,1,1,C,1
46,10,0,0,1,C,1
36,10,0,0,1,C,0
73,20,1,1,1,C,1
34,9,0,1,1,C,0
61,19,1,0,1,C,0
55,16,1,0,1,C,0
46,16,0,1,1,C,1
61,11,1,0,1,C,0
47,20,1,0,1,C,0
38,12,0,0,1,S,1
51,8,1,0,1,C,0
37,14,1,0,1,O,0
45,21,1,1,1,S,1
48,25,0,0,1,S,0
45,23,1,0,1,S,1
50,22,1,1,1,C,0
30,8,1,0,1,C,0
35,8,1,0,1,C,0
58,8,1,0,1,C,0
45,8,1,0,1,C,0
51,8,1,0,1,C,0
52,8,1,0,1,C,0
49,8,0,1,1,C,1
47,8,1,1,1,C,1
37,8,1,0,1,C,0
42,8,1,0,1,S,0
71,8,1,0,1,C,0
53,8,0,0,1,C,0
56,8,1,1,1,C,0
42,8,1,0,1,C,0
51,23,1,0,1,C,1
66,15,1,1,1,C,1
49,15,0,0,1,C,1
43,13,0,0,1,C,1
47,11,1,1,1,S,1
34,8,0,0,1,C,1
47,8,0,0,1,C,0
29,8,1,0,1,S,1
55,8,0,1,1,C,1
59,8,0,1,1,C,0
42,8,0,0,1,S,1
26,8,0,0,1,S,1
31,8,0,1,1,C,1
34,8,1,0,1,C,0
41,8,1,1,1,C,1
42,8,1,1,1,C,1
49,8,1,1,1,C,1
38,8,0,0,1,C,1
54,8,0,0,1,C,0
39,8,1,1,1,C,1
70,8,1,0,1,C,0
43,8,1,1,1,C,1
59,8,1,1,1,C,0
50,8,0,0,1,C,0
44,8,0,1,1,C,0
52,8,1,0,1,C,0
49,8,1,1,1,C,1
82,8,1,0,1,C,0
32,8,1,0,1,S,1
42,8,1,0,1,C,0
62,8,0,1,1,C,1
66,8,1,0,1,C,0
51,8,0,1,1,O,1
34,8,1,1,1,S,1
63,35,1,0,1,C,1
53,30,1,0,1,C,1
61,29,1,0,1,C,1
74,28,1,0,1,C,1
58,28,0,1,1,S,1
37,28,1,0,1,C,0
58,27,1,0,1,C,0
44,27,1,0,1,C,1
40,26,1,1,1,S,0
70,25,1,0,1,C,1
70,24,1,1,1,C,1
34,24,1,0,1,S,0
46,22,1,0,1,C,0
61,22,1,0,1,C,0
75,22,1,0,1,C,0
71,22,1,0,1,C,0
45,21,0,0,1,C,1
61,21,1,1,1,C,0
48,21,1,1,1,C,0
45,21,1,0,1,C,1
48,21,1,1,1,C,1
46,21,1,0,1,S,1
52,21,1,0,1,C,1
69,21,1,0,1,C,0
46,21,1,0,1,C,0
65,21,1,0,1,C,0
53,21,1,1,1,C,0
79,21,1,0,1,C,0
72,21,1,0,1,C,0
46,21,1,0,1,C,1
50,21,1,0,1,C,0
76,21,1,1,1,C,0
46,21,1,0,1,C,0
45,20,1,0,1,S,0
77,20,0,0,1,C,0
37,20,1,0,1,C,1
47,20,1,0,1,C,0
65,20,1,1,1,C,0
69,20,1,1,1,C,1
44,20,1,0,1,C,0
54,20,1,0,1,C,0
75,20,1,0,1,C,0
47,20,1,0,1,C,1
46,20,0,0,1,C,1
68,19,0,1,1,C,1
40,19,1,0,1,S,1
52,18,1,0,1,C,0
42,18,1,0,1,C,0
32,18,1,1,1,C,0
88,18,1,1,1,C,0
46,18,1,0,1,C,1
47,18,1,0,1,C,1
55,18,1,0,1,O,0
51,17,1,1,1,C,1
46,17,0,1,1,O,0
70,17,1,0,1,C,0
42,17,1,1,1,S,1
56,17,1,0,1,C,0
68,17,1,1,1,C,1
51,17,1,1,1,C,0
66,16,1,0,1,C,0
45,16,1,0,1,C,0
39,16,1,0,1,C,1
35,16,1,0,1,S,1
55,16,1,0,0,C,0
38,16,0,0,1,C,1
44,16,1,1,1,C,1
35,16,0,0,1,C,0
39,16,1,0,1,C,0
46,15,1,0,1,C,0
49,15,0,0,1,C,1
49,15,1,1,1,C,1
65,15,1,1,1,C,0
35,15,1,0,1,C,1
58,15,1,0,1,C,0
39,15,1,0,1,C,1
48,15,1,1,1,C,0
40,15,1,1,1,C,0
75,15,1,1,1,C,0
71,15,1,1,1,C,0
35,15,0,1,1,S,0
38,15,1,1,1,C,0
36,15,0,0,1,C,0
47,14,1,0,1,C,0
46,14,0,0,1,C,0
41,14,1,0,1,C,0
66,14,1,0,1,O,0
61,14,1,1,1,C,0
38,14,1,0,1,S,0
46,14,1,0,1,C,0
33,14,1,0,1,S,0
69,14,1,1,1,C,0
38,14,1,0,1,C,0
40,14,1,0,1,C,0
44,14,1,1,1,C,0
54,14,0,1,1,S,0
57,14,1,0,1,C,0
75,14,1,1,1,C,0
68,14,0,1,1,C,0
44,14,0,0,1,S,0
62,14,1,0,1,C,0
72,13,1,1,1,C,0
76,13,1,0,1,C,0
75,13,1,0,1,C,0
55,13,1,1,1,S,1
54,13,1,1,1,C,1
60,13,1,1,1,S,0
44,13,0,0,1,C,1
58,13,1,0,1,C,0
42,13,0,0,1,C,1
49,13,1,0,1,C,0
37,13,1,0,0,O,0
36,13,1,1,1,S,1
41,13,1,1,1,C,0
56,13,1,0,1,C,1
34,12,0,0,1,O,0
36,12,1,0,1,C,0
50,12,1,0,1,C,1
81,12,1,0,1,C,0
67,12,1,0,1,C,0
33,12,1,0,1,S,0
48,12,1,0,1,S,0
38,12,0,1,1,O,1
48,13,1,0,1,C,0
39,12,1,0,1,C,0
44,12,1,0,1,C,0
34,12,0,1,1,S,0
54,11,1,0,1,C,0
35,11,1,1,1,C,1
58,11,1,1,1,C,1
61,11,1,1,1,C,0
67,11,1,0,1,C,0
38,11,0,0,1,S,1
36,11,1,1,1,C,1
52,11,1,1,1,C,1
55,11,1,0,1,C,0
34,11,1,1,1,C,1
38,11,0,1,1,C,0
67,11,1,0,1,C,0
39,10,0,1,1,C,1
40,10,0,1,1,C,0
37,10,1,0,1,S,1
39,10,1,0,1,C,0
27,10,1,0,1,C,1
55,10,0,1,1,S,0
42,10,1,0,1,C,0
69,10,1,1,1,C,0
57,10,0,1,1,O,1
70,9,1,1,1,C,1
36,9,1,1,1,C,1
53,9,1,1,1,C,0
38,9,1,0,1,C,0
55,9,1,0,1,C,0
35,9,1,0,1,C,0
72,9,1,1,1,C,0
32,9,1,0,1,C,0
45,9,1,1,1,C,0
71,9,1,1,1,C,0
33,9,1,0,1,C,0
34,9,1,1,1,S,1
33,9,1,0,1,S,0
52,9,0,1,1,C,0
46,9,1,1,1,C,1
76,9,1,0,1,C,0
60,9,1,1,1,C,0
77,9,1,1,1,C,0
39,15,0,0,1,C,1
36,8,0,0,1,C,0
32,8,1,0,1,S,1
36,8,1,0,1,S,0
29,8,1,0,1,O,1
56,8,0,0,1,C,0
41,8,1,0,1,C,0
29,12,1,0,1,S,1
42,8,1,0,1,C,0
53,8,1,1,1,C,0
35,8,1,0,1,C,0
52,8,1,0,1,C,0
41,8,1,0,1,C,0
26,8,1,0,1,S,1
49,8,1,1,1,C,1
49,8,1,1,1,C,1
43,8,1,1,1,C,1
40,8,1,0,1,O,0
60,8,1,1,1,C,1
37,8,0,1,1,O,0
34,8,0,0,1,C,1
46,7,0,0,1,C,1
41,7,1,0,1,C,0
29,7,1,0,1,S,1
35,7,0,0,1,C,1
56,7,0,0,1,C,0
34,7,1,0,1,S,0
68,7,1,0,1,C,0
62,7,1,1,1,C,0
31,7,1,0,1,C,0
44,7,1,0,1,C,0
39,7,1,0,1,S,0
46,7,1,1,1,C,1
50,7,1,0,1,C,0
31,7,0,0,1,C,1
47,7,1,0,1,C,0
43,7,1,0,1,C,0
33,34,1,0,1,S,1
50,29,1,0,1,C,1
56,25,1,0,1,C,0
57,22,1,0,1,C,1
47,19,0,0,1,O,0
49,19,1,0,1,C,0
55,19,1,0,1,C,0
65,18,1,0,1,C,0
44,18,1,0,1,C,0
63,18,1,1,1,C,1
40,18,1,0,1,C,1
40,17,1,0,1,C,0
36,17,0,0,1,S,0
40,17,1,0,1,C,1
64,16,1,0,1,C,0
43,16,0,0,1,S,1
40,16,1,0,1,C,0
38,15,1,0,1,C,1
63,15,1,1,1,C,1
37,15,1,0,1,S,1
34,14,1,0,1,C,0
46,14,1,0,1,S,1
51,13,0,0,1,C,0
43,13,1,1,1,S,0
38,13,1,0,1,C,0
74,12,1,0,1,C,0
47,12,1,0,1,C,0
60,11,1,0,1,C,0
37,11,0,0,1,S,1
39,10,0,1,1,S,0
27,9,0,0,1,S,1
71,9,0,1,1,C,0
46,8,1,1,1,S,1
45,9,1,1,1,C,1
28,8,1,0,1,C,0
31,8,1,0,1,O,0
43,8,1,0,1,C,0
41,2,1,1,1,C,0
31,9,0,0,1,C,1
35,7,1,0,1,C,0
40,7,1,1,1,C,1
48,7,1,0,1,C,0
55,7,1,0,1,C,0
30,12,1,0,1,S,1
44,7,1,0,1,C,0
63,7,0,0,1,C,0
35,7,1,0,1,C,0
50,7,1,0,1,C,0
42,7,1,0,1,S,0
39,10,1,0,1,C,0
33,9,1,0,1,C,0
28,9,1,0,1,S,1
31,7,0,1,1,S,0
57,7,1,0,1,C,0
30,7,1,0,1,S,0
58,7,1,1,1,C,0
40,7,1,0,1,C,0
31,7,1,1,1,C,1
47,7,0,1,1,C,1
41,7,1,0,1,C,0
40,7,1,1,1,C,1
43,7,1,0,1,C,0
45,7,1,0,1,C,0
50,7,0,0,1,C,0
43,7,0,0,1,C,1
29,2,0,1,1,S,1
36,7,0,1,0,S,0
38,7,0,0,1,C,1
42,9,1,1,1,S,0
40,7,0,0,1,S,0
55,7,1,1,1,C,0
44,7,1,0,1,C,0
61,7,1,1,1,C,0
52,7,1,0,1,C,0
58,7,0,1,1,S,1
58,7,1,1,1,C,0
50,7,1,0,1,C,0
58,7,1,0,1,C,0
45,15,1,0,1,C,0
36,10,1,0,1,C,0
71,9,1,1,1,C,0
66,7,1,1,1,C,0
56,12,1,1,1,C,0
51,7,1,0,1,C,0
44,7,1,1,1,C,1
53,7,1,1,1,C,0
34,7,1,0,0,S,0
44,7,1,1,1,C,0
47,7,1,0,1,C,0
28,7,1,1,0,S,0
26,7,0,0,1,S,0
54,7,1,0,1,C,0
37,7,1,1,1,C,0
49,7,1,0,1,C,0
32,7,1,0,1,C,0
29,7,1,0,1,S,0
41,7,1,0,1,S,0
27,7,1,0,1,C,0
49,7,0,1,1,C,0
68,7,1,0,1,C,0
46,7,0,0,1,C,0
45,7,1,0,1,S,0
68,7,1,1,1,C,0
79,20,1,0,1,C,0
40,7,0,1,1,C,1
68,7,0,0,1,C,0
44,7,0,1,1,C,1
34,7,0,0,1,C,0
49,7,0,0,1,C,0
62,7,1,0,1,C,0
34,7,1,0,1,C,0
41,7,1,0,1,C,0
31,7,1,1,1,S,1
33,7,1,0,1,C,0
50,7,1,0,1,O,0
53,7,1,0,1,C,0
51,7,1,1,1,C,0
71,7,1,0,1,C,0
54,7,1,0,1,C,0
31,7,0,0,1,S,1
31,7,0,1,1,C,0
36,7,1,1,1,C,0
47,7,0,1,1,C,1
49,7,1,0,1,C,0
53,15,0,1,1,C,1
54,11,1,1,1,C,0
45,9,0,0,1,C,1
48,9,1,1,1,C,0
36,7,0,1,1,S,0
32,7,1,0,1,C,0
43,7,1,1,1,C,1
68,7,1,0,1,C,1
54,7,1,0,1,C,0
56,7,1,0,1,C,0
43,7,0,1,1,O,0
30,7,1,0,1,S,1
41,7,1,0,1,C,0
28,7,0,0,1,S,0
32,7,0,0,1,C,1
58,7,0,0,1,O,0
51,7,1,0,1,C,0
36,7,1,0,1,C,1
60,7,0,1,1,C,0
48,7,1,1,1,C,1
35,7,1,0,1,C,0
45,7,0,1,1,C,1
61,7,1,1,1,C,1
41,7,1,0,1,C,0
76,7,1,0,1,C,0
48,7,0,0,1,C,0
28,7,0,0,1,S,1
56,7,0,0,1,C,0
48,7,1,1,1,O,1
51,7,1,0,1,C,0
62,7,1,0,1,C,0
52,7,0,0,1,C,0
33,7,0,0,1,S,1
48,7,0,1,1,C,1
57,7,1,1,1,C,0
39,7,1,1,1,C,1
45,27,0,1,1,C,0
44,14,0,1,1,C,0
45,7,1,1,1,C,1
64,7,0,1,1,C,1
46,7,1,0,1,C,0
23,7,1,0,1,S,1
48,7,0,0,1,C,0
39,7,1,1,1,C,0
54,7,0,1,1,C,1
36,7,1,0,1,S,0
74,22,1,1,1,C,0
37,7,0,1,1,S,0
21,7,1,1,1,S,1
43,7,1,1,1,S,1
54,7,1,1,1,C,0
60,7,1,0,1,C,0
41,2,1,0,1,C,0
27,7,0,0,1,S,1
38,7,1,1,1,C,0
23,7,0,0,1,S,1
33,7,0,0,1,S,0
47,7,1,0,1,C,0
38,20,0,0,1,C,0
73,17,0,0,1,O,1
58,10,0,0,1,C,0
55,7,1,0,1,C,0
53,7,1,0,1,C,0
31,7,1,1,1,S,1
49,7,1,1,1,C,0
51,16,0,0,1,C,0
45,7,0,0,1,C,0
52,7,1,0,1,C,0
44,7,0,1,1,C,0
56,7,1,0,1,C,0
48,7,1,0,1,C,0
27,7,1,0,1,S,1
33,7,1,0,1,C,0
55,7,0,0,1,S,0
37,7,1,1,1,S,1
60,7,1,0,1,C,0
37,15,0,0,1,C,0
41,7,0,0,1,C,1
33,2,0,1,1,C,0
45,7,1,0,1,C,0
47,7,0,0,1,C,0
30,7,0,0,1,S,1
31,7,1,1,1,S,0
35,7,1,1,1,S,1
50,7,1,0,1,C,0
40,7,1,1,1,S,0
46,7,0,0,1,C,1
28,7,0,1,1,S,1
31,7,1,1,1,S,0
52,7,1,0,1,C,1
70,7,1,0,1,O,0
43,7,1,0,1,C,0
68,7,1,0,1,C,0
68,7,1,1,1,C,0
31,13,1,0,1,C,0
44,13,1,0,1,S,0
39,7,0,0,1,C,1
61,7,1,0,1,C,0
62,7,1,0,1,C,0
33,7,0,0,1,O,1
67,7,1,0,1,C,0
43,7,1,0,1,C,0
52,7,1,1,1,C,0
53,7,1,0,1,C,0
56,7,0,1,1,C,1
66,7,1,0,1,C,0
33,7,0,1,1,C,0
39,7,0,0,1,C,0
40,7,1,0,1,C,0
65,7,1,0,1,C,0
27,7,1,0,1,S,1
30,22,0,0,1,C,1
40,17,0,0,1,O,1
31,15,1,0,1,S,1
50,13,1,0,1,C,0
34,15,1,1,1,C,1
40,7,1,0,1,C,0
58,7,1,0,1,C,0
39,7,0,1,1,C,1
44,7,1,0,1,C,0
51,7,1,0,1,C,0
33,7,1,0,1,O,0
33,7,1,0,1,C,0
44,7,1,1,1,S,0
35,7,1,0,1,S,0
41,7,1,0,1,C,0
65,7,1,0,1,C,0
46,13,0,0,1,C,0
45,7,1,0,1,C,0
48,7,0,0,1,C,0
61,7,1,0,1,C,0
38,7,0,1,1,S,0
34,7,1,0,1,C,0
57,7,1,0,1,C,0
37,7,1,1,1,C,0
42,7,1,0,1,S,0
46,7,0,0,1,C,0
30,7,0,1,1,S,1
67,7,1,0,1,C,0
62,7,1,0,1,C,0
41,7,1,0,1,C,0
33,7,0,0,1,S,0
38,7,0,0,1,C,0
51,7,1,1,1,C,0
62,7,1,0,1,C,0
47,7,1,0,1,C,0
45,7,0,0,1,C,0
50,7,1,0,1,C,1
42,7,1,0,1,C,0
52,7,1,0,1,C,0
33,7,1,1,1,S,0
48,7,0,0,1,C,0
76,7,1,1,1,C,0
36,7,0,0,1,C,1
31,7,1,1,1,C,1
55,7,1,0,1,C,0
47,8,1,0,1,C,0
65,7,1,0,1,C,0
27,7,0,1,1,C,1
35,7,0,0,1,S,0
59,7,1,0,1,C,0
30,7,1,0,1,C,0
38,7,1,0,1,S,0
57,26,1,1,1,C,1
45,16,1,0,1,C,0
38,16,1,1,1,S,1
45,14,1,1,1,C,0
50,12,0,0,1,C,1
54,11,1,1,1,C,0
71,11,1,1,1,C,0
49,11,1,0,1,C,0
54,11,1,1,1,C,1
44,11,0,1,1,C,1
48,10,1,0,1,C,0
46,9,1,1,1,C,1
45,9,1,1,0,O,0
37,9,0,0,1,O,0
31,9,1,0,1,C,0
42,9,1,0,1,C,0
44,7,1,0,1,O,0
36,7,1,0,1,C,0
53,7,1,0,1,C,0
35,7,0,1,0,C,1
40,11,1,0,1,O,1
59,7,1,0,1,C,0
37,7,1,0,1,C,0
42,7,1,0,1,C,0
52,6,1,0,1,C,0
38,6,1,1,1,C,0
46,6,1,1,1,C,1
42,6,0,1,1,C,1
46,6,0,0,1,C,0
47,6,1,0,1,C,0
36,6,1,0,1,C,0
37,6,1,0,1,C,0
66,6,1,0,1,C,0
64,6,1,0,1,C,0
41,6,1,0,1,C,0
30,8,1,1,1,S,1
46,6,1,0,1,C,0
54,6,0,1,1,C,1
71,14,1,0,1,C,0
29,6,1,0,1,C,0
49,6,0,0,1,C,1
58,6,1,1,1,C,1
30,6,1,0,1,C,0
36,8,1,0,1,C,0
49,6,0,1,1,C,1
47,6,1,0,1,C,0
38,6,1,0,1,C,0
36,6,1,0,1,C,0
56,6,1,0,1,C,0
45,6,1,0,1,C,0
37,19,1,0,1,S,0
63,18,0,1,1,O,1
30,17,1,1,1,S,1
31,15,1,1,1,S,0
36,14,1,0,1,S,0
72,12,1,0,1,C,0
65,9,1,1,1,C,0
32,7,0,0,1,C,0
59,6,1,1,1,C,0
31,6,1,0,1,S,0
61,6,1,1,1,C,0
56,6,1,0,1,C,0
28,6,0,0,1,O,1
31,6,1,0,1,S,0
26,6,1,1,1,S,1
47,6,1,0,1,C,0
37,6,0,0,1,C,1
66,6,1,0,1,C,0
50,6,1,0,1,C,0
26,7,1,1,1,C,0
27,6,0,1,1,S,1
53,6,0,0,1,C,0
59,6,1,1,1,C,0
60,6,1,0,1,C,0
26,6,1,1,1,S,1
36,9,1,1,1,C,1
29,8,1,0,1,S,1
44,6,0,1,1,C,0
37,6,0,0,1,C,1
52,6,1,0,1,C,0
60,6,0,0,1,C,0
55,6,1,1,1,C,0
36,6,0,0,1,C,1
36,6,0,0,1,S,0
58,6,1,1,1,C,1
31,6,0,0,1,C,0
30,6,0,0,1,S,1
39,6,1,1,1,C,0
33,11,0,0,1,C,1
24,7,0,1,1,S,1
46,6,1,0,1,C,0
68,6,1,0,1,C,0
31,13,1,0,1,O,0
49,6,1,0,1,C,0
40,6,1,1,1,C,1
73,6,1,0,0,O,0
57,6,0,0,1,C,0
42,6,1,0,1,O,0
58,6,1,0,1,C,0
48,6,0,1,1,C,0
43,6,0,0,1,C,0
61,6,0,1,1,O,0
35,6,1,0,1,S,0
52,6,0,0,1,O,0
39,6,1,0,1,C,0
45,6,1,0,1,C,0
48,17,0,0,1,C,1
34,15,0,1,1,C,0
43,6,0,0,1,C,0
51,6,0,0,1,C,0
48,6,0,1,1,C,1
73,6,1,0,1,C,0
48,6,1,1,1,C,0
48,6,1,1,1,S,1
21,6,0,0,1,S,0
32,6,1,0,1,S,0
49,6,1,0,1,C,0
48,6,1,1,1,C,0
34,6,1,0,1,C,0
30,6,1,0,1,S,0
20,6,1,0,1,S,1
50,6,1,0,1,C,0
71,6,1,0,1,C,0
40,6,0,1,1,C,1
54,6,1,0,1,C,0
55,6,0,1,1,O,1
48,6,0,0,1,C,0
50,6,1,0,1,C,0
58,6,1,0,1,C,0
49,6,1,0,1,C,0
32,6,0,0,1,C,1
46,6,0,1,1,S,1
31,6,0,1,1,S,1
29,6,1,0,1,S,0
58,6,0,0,1,C,0
72,6,1,0,1,C,0
31,6,0,0,1,C,1
38,6,0,0,1,C,0
45,21,1,0,1,C,1
29,10,0,0,1,C,1
53,10,0,1,1,C,0
47,7,0,0,1,C,0
33,6,0,1,1,C,1
38,6,1,0,1,C,0
57,6,1,0,1,C,0
31,6,1,1,1,S,0
57,6,1,0,1,C,0
49,6,1,0,1,C,0
33,6,0,1,1,C,1
52,6,1,1,1,C,0
71,6,1,0,1,C,0
61,6,1,1,1,C,0
29,6,1,1,1,S,1
43,6,1,1,1,C,0
54,6,1,1,1,C,0
58,6,1,1,1,C,0
56,6,1,1,1,C,0
26,6,0,1,1,S,1
36,6,1,1,1,C,1
24,6,1,1,1,S,0
60,6,1,0,1,C,1
40,6,1,0,1,C,0
36,6,1,0,1,C,0
40,6,1,1,1,C,0
40,6,1,1,1,S,1
47,6,1,0,1,C,0
37,6,0,1,1,C,1
63,6,1,0,1,C,0
40,6,0,0,1,S,0
54,6,1,1,1,C,1
35,6,1,0,1,C,0
58,6,1,0,1,C,0
26,12,1,0,1,S,1
48,6,0,1,1,C,1
30,6,1,1,1,C,0
45,6,0,0,1,C,0
56,6,0,0,1,C,0
34,6,1,1,1,S,0
35,6,1,0,1,S,0
44,6,0,0,1,C,0
32,6,0,1,1,S,0
25,6,1,0,1,S,1
35,6,0,1,1,S,1
36,6,1,1,1,C,1
83,6,1,1,1,C,0
61,6,0,0,1,C,0
28,6,0,0,1,S,1
36,6,1,0,1,C,1
29,6,0,1,1,S,1
36,6,0,0,1,S,1
33,6,1,0,1,S,0
83,19,1,0,1,C,0
36,17,1,0,1,S,1
74,15,1,1,1,C,0
34,12,1,1,1,C,0
45,6,1,1,1,C,1
37,6,1,1,1,C,0
54,6,1,0,1,C,0
80,6,1,1,1,C,0
42,6,1,0,1,C,0
45,6,0,0,1,C,0
35,6,1,1,1,C,1
29,6,0,0,1,S,1
39,6,1,0,1,C,0
30,6,0,1,1,C,1
42,6,1,0,1,C,1
58,6,1,0,1,C,0
52,6,1,0,1,C,0
33,6,1,1,1,C,0
65,6,0,1,1,O,1
37,9,0,1,1,S,0
35,6,1,0,1,C,0
60,6,0,0,1,C,0
46,6,1,0,1,C,0
29,6,0,0,1,S,0
52,6,0,1,1,C,1
47,6,1,0,1,C,0
42,6,1,1,1,C,1
57,6,1,0,1,C,1
59,6,1,1,1,S,0
39,6,0,1,1,C,1
45,6,0,1,1,C,0
32,6,1,0,1,C,0
38,6,0,0,1,C,0
42,6,1,0,1,C,0
31,6,1,0,1,S,0
56,6,0,0,1,C,0
67,6,0,0,1,S,0
29,6,0,1,1,S,0
26,6,1,0,1,S,1
37,6,1,1,1,C,0
53,6,1,1,1,S,0
71,6,1,0,1,C,0
59,12,0,0,1,C,0
41,6,1,0,1,C,0
66,6,1,0,1,C,0
46,6,1,1,1,C,0
47,6,1,0,1,S,0
26,6,0,0,1,S,1
29,6,1,1,1,S,1
28,6,0,0,1,C,1
60,6,0,0,1,C,0
50,6,1,0,1,C,0
61,6,1,0,1,C,0
69,6,1,0,1,C,0
40,6,1,0,1,S,0
52,6,0,0,1,C,0
27,6,1,0,1,S,0
51,6,1,0,1,C,0
46,6,1,1,1,C,0
18,6,0,0,1,S,1
34,6,0,1,1,S,1
44,8,0,0,1,S,0
40,6,1,0,1,C,0
45,6,1,0,1,C,0
56,6,1,0,1,C,0
34,6,1,0,1,C,0
37,6,0,0,1,C,0
33,6,1,0,1,C,0
38,6,1,1,1,S,1
36,6,1,0,1,C,0
54,16,1,0,1,C,1
31,14,1,0,1,S,1
31,7,1,0,1,C,1
26,6,0,0,1,C,1
61,6,1,0,1,C,1
29,5,1,0,1,C,0
42,5,1,0,1,C,1
28,5,1,1,1,S,1
34,5,1,0,1,C,0
36,5,1,1,1,C,0
58,5,1,0,1,C,0
69,5,1,0,1,C,0
31,5,0,0,1,C,1
55,5,1,1,1,C,0
35,5,1,1,1,S,1
42,5,1,0,1,C,0
55,5,1,0,1,C,0
29,5,0,1,1,S,1
29,5,1,1,1,S,1
64,15,1,1,1,C,1
40,5,1,1,1,C,1
28,5,1,0,1,S,0
27,5,1,0,1,S,0
36,14,1,0,1,C,0
31,5,1,0,1,S,0
58,5,0,0,1,C,0
39,5,0,1,1,S,1
56,5,1,0,1,C,0
27,5,0,0,1,S,1
51,5,1,0,1,C,0
57,5,1,0,1,C,0
37,5,0,1,1,C,1
44,5,0,0,1,C,0
52,5,0,0,1,C,0
38,5,0,0,1,C,0
47,15,1,0,1,C,0
27,5,1,0,1,S,1
25,5,0,0,1,C,1
28,5,0,1,1,C,0
28,5,1,0,1,S,0
38,13,0,1,1,S,1
61,13,1,1,1,C,0
50,9,1,1,1,C,0
41,9,1,0,1,C,0
48,5,1,1,1,C,0
36,5,0,1,1,C,1
60,5,0,0,1,C,0
37,5,0,0,1,S,1
63,5,1,0,1,C,0
55,5,1,0,1,C,0
43,5,1,0,1,C,0
40,5,1,1,1,C,0
40,5,1,1,1,C,1
49,5,1,1,1,C,0
39,5,1,0,1,C,0
56,5,0,1,1,C,1
43,16,1,1,1,S,1
29,16,1,0,1,C,1
33,14,0,0,1,C,0
36,5,0,0,1,C,1
38,5,1,0,1,C,0
26,5,0,1,1,S,1
31,5,1,1,1,S,1
31,5,0,1,1,C,1
30,5,1,0,1,S,0
40,5,0,0,1,C,0
38,5,0,1,1,C,1
47,5,1,1,1,C,0
40,5,1,1,1,C,1
29,5,0,0,1,C,1
59,5,1,1,1,C,0
27,5,1,0,1,S,0
37,5,0,0,1,C,0
44,5,1,1,1,C,0
27,5,0,0,1,C,1
31,5,0,0,1,C,1
30,5,0,0,1,S,0
58,5,1,1,1,C,0
30,21,1,0,1,S,1
30,6,1,0,1,S,0
40,6,0,0,1,C,0
26,5,0,0,1,C,0
42,5,1,1,1,S,0
54,5,1,1,1,C,0
30,5,1,0,1,S,1
36,5,0,1,1,C,0
72,5,1,1,1,C,0
82,5,1,0,1,C,0
28,5,0,0,1,S,1
42,5,1,1,1,C,1
68,5,0,0,1,C,0
33,5,1,0,1,O,0
40,5,1,0,1,C,1
61,5,1,0,1,C,0
69,5,1,0,1,C,0
57,23,1,0,1,C,1
51,15,0,1,1,C,1
40,6,1,1,1,C,1
37,6,1,0,1,C,0
60,5,1,1,1,C,0
63,5,0,0,1,C,0
44,5,0,0,1,O,1
28,5,1,1,1,S,1
39,5,1,1,1,C,0
23,5,1,0,1,S,1
61,5,1,1,1,C,0
45,5,1,0,1,C,0
37,5,1,0,1,C,0
39,7,1,0,1,C,0
25,5,0,1,1,S,1
23,5,1,1,1,S,0
58,5,1,0,1,S,0
35,5,1,1,1,S,1
43,5,0,1,1,C,1
26,5,0,1,1,S,1
28,5,0,0,1,S,1
46,5,1,0,1,C,0
58,5,1,1,1,C,0
80,28,1,0,1,C,0
65,9,1,1,1,C,0
33,9,1,1,1,S,0
38,15,0,0,1,C,1
43,5,0,1,1,C,1
58,5,1,0,1,C,0
63,5,1,0,1,C,0
31,5,1,0,1,C,0
25,5,1,1,1,S,1
53,5,0,1,1,C,0
53,5,1,0,1,C,1
40,5,1,0,1,C,0
31,5,1,0,1,S,0
42,5,0,1,1,S,1
26,5,1,1,1,S,0
28,5,1,1,1,C,1
28,5,0,1,1,S,1
70,5,1,1,1,C,0
42,5,1,0,1,C,0
61,5,1,0,1,S,0
39,5,1,1,1,C,1
56,5,1,0,1,C,1
51,5,1,1,1,C,0
50,5,1,1,1,C,0
68,5,1,0,1,C,1
27,5,1,1,1,S,1
68,5,1,0,1,C,0
29,5,1,1,1,O,0
38,5,1,0,1,C,0
45,30,0,0,1,C,0
39,14,1,0,1,C,0
46,14,0,0,1,O,0
51,5,0,0,1,C,0
26,5,1,1,1,S,1
61,5,1,0,1,C,0
44,5,0,1,1,O,1
41,5,1,1,1,C,1
41,5,1,0,1,C,0
48,5,1,0,1,C,0
35,5,1,0,1,C,0
54,5,1,1,1,C,0
28,5,1,0,1,S,0
37,21,1,0,1,C,1
40,8,0,0,1,C,0
38,6,0,0,1,C,0
34,6,1,1,1,C,0
47,5,1,1,1,C,0
35,5,1,0,1,S,0
36,10,1,1,1,C,1
68,5,1,0,1,C,0
55,5,1,0,1,C,0
55,5,0,1,1,C,1
32,5,1,0,1,C,0
31,5,1,0,1,S,0
21,5,1,0,1,S,1
23,5,1,0,1,S,1
56,5,0,0,1,C,0
46,5,0,1,1,S,0
